key,article,place_kind,pref,muni,origin_pref,origin_muni,origin_basis,origin_sentence,local_pref,local_muni,local_sentence,coord,pageviews_month,muni_basis,muni_sentence,muni_shop,origin_verdict,origin_verdict_sentence
七福神あられ,七福神あられ,発祥地,群馬県,前橋市,群馬県,前橋市,冒頭の定義文,七福神あられ（しちふくじんあられ）は、株式会社幸煎餅（群馬県前橋市)が製造・販売しているあられ。,,,,"osm(place=city,node:574841107)",123,,,,発祥がわかる,七福神あられ（しちふくじんあられ）は、株式会社幸煎餅（群馬県前橋市)が製造・販売しているあられ。
つがるロマン,つがるロマン,記事名,青森県,つがる市,青森県,,都道府県のみ,1996年2月より青森県の奨励品種に指定され、その後30年近くにわたり津軽中央地帯を中心に生産されてきた。,,,,"osm(place=city,node:734876465)",123,,,,発祥がわかる,青森県農業試験場（現、青森県産業技術センター農林総合研究所）で交配を行い、145粒の種子を得た。
津軽味噌,津軽味噌,発祥地,青森県,,青森県,,都道府県のみ,津軽味噌（つがるみそ）は、青森県津軽地方で生産されている味噌。,,,,"osm(津軽地方の代表:青森市,node:734876517)",123,津軽地方の代表(表に当てた),津軽味噌（つがるみそ）は、青森県津軽地方で生産されている味噌。,,発祥は特定なし,鰺ヶ沢港には古くから味噌があったとの伝承があり、京都などとの交易によって津軽地方にも味噌作りが伝わっていたと見られるが、家庭内の消費にとどまっていた。
高菜めし,高菜めし,発祥地,熊本県,,熊本県,,都道府県のみ,高菜めし（たかなめし）は、熊本県および筑後地方の郷土料理。,,,,"osm(阿蘇地域の代表:阿蘇市,node:739281195)",122,阿蘇地域の代表(表に当てた),阿蘇高菜を使用するため、阿蘇地域で良く見られる料理である。,,発祥がわかる,豊肥本線（阿蘇高原線）市ノ川駅前のドライブイン「あそ路」が、阿蘇で初めて商品化し、徐々に定着して阿蘇の名物となった。
海賊焼,海賊焼,ご当地,静岡県,西伊豆町,静岡県,西伊豆町,冒頭の定義文,海賊焼（かいぞくやき）とは、静岡県西伊豆町で販売されているご当地焼きそばである。,静岡県,西伊豆町,海賊焼（かいぞくやき）とは、静岡県西伊豆町で販売されているご当地焼きそばである。,"osm(place=town,node:2377927313)",122,,,,発祥がわかる,西伊豆町の製麺業者がイカ墨を練り込んだ黒い麺に地元産のイカや野菜を入れて炒めた焼きそばを「海賊焼」として売り出したのが始まり。
行方バーガー,行方バーガー,ご当地,茨城県,行方市,茨城県,行方市,冒頭の定義文,行方バーガー（なめがたバーガー）は、茨城県行方市のご当地グルメである。,茨城県,行方市,行方バーガー（なめがたバーガー）は、茨城県行方市のご当地グルメである。,"osm(place=city,node:2115199906)",122,,,,発祥がわかる,行方市麻生商工会を中心に開発した。
玉兎 (土産菓子),玉兎 (土産菓子),発祥地,新潟県,弥彦村,新潟県,弥彦村,冒頭の定義文,玉兎（たまうさぎ）は、新潟県西蒲原郡弥彦村にある弥彦神社付近の菓子屋で作られている、耳を寝かせたウサギの形を模した半円形の落雁のこと。,,,,"osm(place=village,node:2097561086)",122,,,,発祥がわかる,文政4年(1821年)に石瀬村（現在の新潟市西蒲区）出身の本間貞作が考案したものといわれている。
吉野鶏めし,吉野鶏めし,ご当地,大分県,大分市,大分県,大分市,冒頭の定義文,吉野鶏めし（よしのとりめし）は、鶏肉を炊き込んだ炊き込みご飯の一種で、大分県大分市南部にある吉野地区の郷土料理。,,,,"osm(place=city,node:417258484)",122,,,,発祥は特定なし,元々「鶏めし」は県内各地に伝わる家庭料理で、猟師が来客のもてなしのために雉や鳩などの鳥肉を使って作っていたものが起源とされ、昔から各家庭でハレの日や親戚の集まりの際に作られてきた。
薄氷,薄氷,発祥地,富山県,小矢部市,富山県,小矢部市,冒頭の定義文,薄氷（うすごおり）は、富山県小矢部市の老舗和菓子店「五郎丸屋」の銘菓で、薄氷のかけらを真似て作られた干菓子である。,,,,"osm(place=city,node:1862532040)",121,,,,発祥がわかる,1752年（宝暦2年）、五郎丸屋の渡辺八左衛門が庭のネコヤナギに気を取られて水たまりの薄氷を踏み抜いた際、その氷の形に魅せられてこの菓子を創案したという。
スバル最中,スバル最中,発祥地,群馬県,太田市,群馬県,太田市,冒頭の定義文,スバル最中（スバルもなか）とは、群馬県太田市のSUBARU（旧：富士重工業）群馬製作所本工場の向かいにある和菓子店、伊勢屋が1961年（昭和36年）3月より販売している最中の名称である。,,,,"osm(place=city,node:1068823657)",120,,,,発祥がわかる,スバル最中（スバルもなか）とは、群馬県太田市のSUBARU（旧：富士重工業）群馬製作所本工場の向かいにある和菓子店、伊勢屋が1961年（昭和36年）3月より販売している最中の名称である。
いりこ飯,いりこ飯,発祥地,香川県,,香川県,,都道府県のみ,香川県では、カタクチイワシを茹でて干したいりこの炊き込みごはんが食されてきた。,,,,"osm(伊吹島の代表:観音寺市,node:6363182680)",119,伊吹島の代表(表に当てた),とりわけ西讃地域に位置する伊吹島周辺は有数のいりこの産地として知られ、いりこ飯は日常食として季節を問わず作られている。,,発祥は特定なし,香川県では、カタクチイワシを茹でて干したいりこの炊き込みごはんが食されてきた。
ゴッコ汁,ゴッコ汁,発祥地,北海道,,北海道,,都道府県のみ,ゴッコ汁（ゴッコじる）は、主に北海道で収獲される魚ゴッコ（）を使用した鍋料理。,,,,"osm(道南地方の代表:函館市,node:3229063363)",119,道南地方の代表(表に当てた),道南地方の郷土料理として親しまれている。,,発祥は特定なし,北海道の渡島半島（道南地方）の漁師・家庭でよく食される、冬の家庭料理である。
大船渡さんまらーめん,大船渡さんまらーめん,ご当地,岩手県,大船渡市,岩手県,大船渡市,冒頭の定義文,大船渡さんまらーめん（おおふなとさんまらーめん）とは、岩手県大船渡市で供されるご当地ラーメンである。,岩手県,大船渡市,大船渡さんまらーめん（おおふなとさんまらーめん）とは、岩手県大船渡市で供されるご当地ラーメンである。,"osm(place=city,node:691229932)",119,,,,発祥は特定なし,大船渡市の新たなご当地グルメとして2010年12月20日に市内10店舗で販売を開始したラーメンで、大船渡で水揚げされたサンマを使用しているのが特徴。
サイダーかん,サイダーかん,発祥地,静岡県,富士市,静岡県,富士市,冒頭の定義文,サイダーかんは、サイダーと寒天を原料とする静岡県富士市に特有の洋生菓子の一種。,,,,"osm(place=city,node:763118309)",118,,,,発祥がわかる,昭和40年代、富士市の学校給食栄養士だった紺野祐子が、自身が幼少期に母親がおやつとして作ってくれたものを学校給食に提供したのが始まりであるfnn。
徳島丼,徳島丼,発祥地,徳島県,,徳島県,,都道府県のみ,2009年にミュージシャンの桑田佳祐がホストを務める音楽番組『桑田佳祐の音楽寅さん 〜MUSIC TIGER〜』で紹介されたのがきっかけで話題を呼び、徳島県庁にも問い合わせが相次いだ。,,,,"osm(県庁所在地:徳島市,node:263264345)",118,,,,由来は未精査,
青森シャモロック,青森シャモロック,発祥地,青森県,五戸町,青森県,五戸町,都道府県のみ,青森シャモロック（あおもりしゃもろっく）は、青森県で飼育されている鶏の品種。,,,,"osm(place=town,node:734876482)",118,本文の読み直し,青森シャモロックは、1990年に青森県五戸町にあった青森県畜産試験場（現在は野辺地町に移転）が開発した肉用鶏で、黄斑シャモの雄と速羽性黄斑プリマスロックの雌とを交配して作られる一代雑種の鶏である。,,発祥がわかる,青森シャモロックは、1990年に青森県五戸町にあった青森県畜産試験場（現在は野辺地町に移転）が開発した肉用鶏で、黄斑シャモの雄と速羽性黄斑プリマスロックの雌とを交配して作られる一代雑種の鶏である。
伊勢いも,伊勢いも,発祥地,三重県,多気町,三重県,多気町,冒頭の定義文,伊勢いも（いせいも、伊勢芋）は、原産地の三重県多気郡多気町津田地区を中心に江戸時代中頃から栽培されるナガイモ（つくねいも）の一種。,,,,"osm(place=town,node:3318715896)",118,,,,発祥がわかる,伊勢いも（いせいも、伊勢芋）は、原産地の三重県多気郡多気町津田地区を中心に江戸時代中頃から栽培されるナガイモ（つくねいも）の一種。
鬼そば,鬼そば,ご当地,京都府,福知山市,京都府,福知山市,発祥を述べる文,鬼そば（おにそば）は京都府福知山市に伝わる郷土料理の生蕎麦（きそば）であり、その名称である。,京都府,福知山市,鬼そば（おにそば）は京都府福知山市に伝わる郷土料理の生蕎麦（きそば）であり、その名称である。,"osm(place=city,node:533681202)",117,,,,発祥がわかる,もともと雲原地域の郷土料理として各家庭で手打ちし食されてきたが、料理屋としては「大江山鬼そば屋」の初代が安政年間、雲原の地でそば屋を創業したのが元祖とされる。
